BT101,1,BSBE,L2,D1,Friday
BT101,1,BSBE,L2,D1,Monday
BT101,1,BSBE,L2,D1,Thursday
BT101,1,BSBE,L2,D1,Wednesday
BT101,2,BSBE,L3,D1,Friday
BT101,2,BSBE,L3,D1,Monday
BT101,2,BSBE,L3,D1,Thursday
BT101,2,BSBE,L3,D1,Wednesday
BT101,3,BSBE,L2,D,Wednesday
BT101,3,BSBE,L2,D,Monday
BT101,3,BSBE,L2,D,Thursday
BT101,3,BSBE,L2,D,Friday
BT101,4,BSBE,L3,D,Friday
BT101,4,BSBE,L3,D,Monday
BT101,4,BSBE,L3,D,Thursday
BT101,4,BSBE,L3,D,Wednesday
BT202,NA,BSBE,4102,A,Thursday
BT202,NA,BSBE,4102,A,Tuesday
BT202,NA,BSBE,4102,A,Wednesday
BT205,NA,BSBE,4102,C,Monday
BT205,NA,BSBE,4102,C,Tuesday
BT205,NA,BSBE,4102,C,Friday
BT205,NA,BSBE,4207,C,Monday
BT205,NA,BSBE,4207,C,Tuesday
BT205,NA,BSBE,4207,C,Friday
BT208,NA,BSBE,4102,D,Monday
BT208,NA,BSBE,4102,D,Thursday
BT208,NA,BSBE,4102,D,Friday
BT302,NA,BSBE,4207,A1,Monday
BT302,NA,BSBE,4207,A1,Thursday
BT302,NA,BSBE,4207,A1,Tuesday
BT302,NA,BSBE,4207,A1,Wednesday
BT305,NA,BSBE,4207,D1,Monday
BT305,NA,BSBE,4207,D1,Thursday
BT305,NA,BSBE,4207,D1,Friday
BT306,NA,BSBE,4207,E1,Wednesday
BT306,NA,BSBE,4207,E1,Thursday
BT306,NA,BSBE,4207,E1,Friday
BT308,NA,BSBE,4207,C1,Monday
BT308,NA,BSBE,4207,C1,Tuesday
BT308,NA,BSBE,4207,C1,Friday
BT401,NA,BSBE,4207,E1,Wednesday
BT401,NA,BSBE,4207,E1,Thursday
BT401,NA,BSBE,4207,E1,Friday
BT502,NA,BSBE,4210,E,Wednesday
BT502,NA,BSBE,4210,E,Thursday
BT502,NA,BSBE,4210,E,Friday
BT504,NA,BSBE,4210,A,Tuesday
BT504,NA,BSBE,4210,A,Wednesday
BT504,NA,BSBE,4210,A,Thursday
BT601,NA,BSBE,4210,B1,Monday
BT601,NA,BSBE,4210,B1,Tuesday
BT601,NA,BSBE,4210,B1,Wednesday
BT604,NA,BSBE,4210,B,Monday
BT604,NA,BSBE,4210,B,Tuesday
BT604,NA,BSBE,4210,B,Wednesday
BT607,NA,BSBE,4207,B,Monday
BT607,NA,BSBE,4207,B,Tuesday
BT607,NA,BSBE,4207,B,Wednesday
BT609,NA,BSBE,4210,D,Monday
BT609,NA,BSBE,4210,D,Thursday
BT609,NA,BSBE,4210,D,Friday
BT613,NA,BSBE,4210,F,Monday
BT613,NA,BSBE,4210,F,Wednesday
BT613,NA,BSBE,4210,F,Friday
BT616,NA,BSBE,4210,L,Tuesday
BT616,NA,BSBE,4210,L,Thursday
BT618,NA,BSBE,4210,I,Tuesday
BT618,NA,BSBE,4210,I,Thursday
BT629,NA,BSBE,4210,K,Monday
